sources,id,title,DATE,location,Latitude,Longitude,graphic,associations,ownership type,labour type,companies,summary,approval_stage,permitting_stage,commodity,indigenous_perspective,analysis,financing,jobs,promises,time
,SP13,Arctic Economic and Security Corridor,10-01-2021,"Kitikmeok section (road and port): Inuit, potential overlap with Akaitcho and Tłı̨chǫ Ndè territories at southern end of road (Jericho), Yellowknives Dene First Nation say the project is on their territory. NWT section: Dënéndeh, Tłı̨chǫ Ndè, Michif Piyii (Métis), Akaitcho, Denendeh (Dënësųłinë́ Nëné). ",67.757444597,-111.053799596,FALSE,"""asc2""","""own4""","""lab4""","Kitikmeot Corp, Sakku Investments, Yellowknives Dene First Nation, Ticjo Governments, Prov. NWT ;  Stantec partnership with Inuit-owned partnership involving Kitikmeot Corporation and Sakku Investments Corporation, Nunami Stantec Limited-- Stantic providing engineering and environmentl consulting services; Proponent-- West Kitikmeot Resources Corp: Inuit owned-- largest shareholder is the Nunavut Resources Corporation (""NRC""), a wholly-owned subsidiary of the Kitikmeot Inuit Association (""KIA""). ""In 2022, a group of investors with substantial Northern and mining experience recapitalized WKR with new investment to accelerate the work of the company.""-- website. According to NWT website, the NWT portion of the road/corridor is a collaboration with Indigenous  governments:""Yellowknives Dene First Nation, Tłı̨chǫ Government, and the GNWT... are collaboratively working with the GNWT on a governance structure and ownership models""","Overview: a 900km all-season road with a utilities corrdior will connect the existing highway network to a deepwater port which will be developed at Grays Bay. The Grays Bay port will provide marine access to the Northwest Passage, seen as important for Canadian soveriegnty and defense. The corridor also aims to enhance local trade and development opportunities while providing access to mineral deposits in the Slave Geological Province. The website notes that the corridor will bring resources ""north to Arctic tidewater, south to Alberta processing facilities, while goods and hydrocarbons (e.g. LNG, CNG, and diesel) can move north to support NWT and Nunavut industry and communities."" It is broken down into two corridor projects: West Kitikmeok  Resources is developing the port and a 230km all-season road running from Jericho to Grays Bay, while GNWT is partnering with Indigenous governments to develop the 400km road running from the terminus of the existing highway in Yellowknife to the border with Nunavut. acc to this News article Kitikmeok Inuit Association has been developing the Grays Bay Road and Port project since 2018; proponency transferred to WKR in 2023. The NWT two-lane all-season gravel road will run through an area where there is currently only a winter road and is expected to cost $1.1B and has been in the works since at least 2019.",Refered to MPO (transformative strategies),"Planning Stage:  MOU signed Nov. 2025; project scope has been submitted to the Nunavut Impact Review Board in February 2025 for a commercial deepwater port, craft harbour & port infrastructure, and a 230-kilometre all-season access road that connects to Jericho Station to initiate the review process; expected project start date is 2035. The NWT portion of the road was expected to also enter the review process this year with a decision anticipated in 2028, but I did not find the project in the registry.",Provide access to mineral deposits; linked to Taltson hydro project,"Kitikmeok section: Inuit ownership. Yellowknives Dene First Nation (YKDFN) says the corridor is largely on their territory, and, therefore, the project must be done with consultation with their community. chief ""Betsina says he hasn't been contacted by the federal government about the project. With the downturn of the territory's diamond mines, he says the YKDFN wants a role to play in building this corridor.""-- CBC News . NWT section: collaboration between GNWT, Yellowknives Dene First Nation, Tłı̨chǫ Government","It is a re-brand of the Slave Geological Province Corridor which has been in the works for nearly a decade; concerns have surfaced in the past about impacts to caribou calving grounds. On the Kitikmeok side, 2024 article: In 2022, KIA, the previous proponenet, walk away from the project and it was taken over by WKR. Since then, the project scope has increased to include expanding the capacity of the; the estimated cost has now incerased from $550M to $1B. WKR hopes that 75% will be federally funded while 25% will come from the private sector. WKR owns critical minerals assets which the road would improve access to. ""N.W.T. and Nunavut Chamber of Mines president Kenny Ruptash says the corridor could also open up ""unlimited"" potential for extracting previously inaccessible minerals.""-- CBC News. Voices advocating for reframing of arctic security and sovereignty from an Inuit perspective that focus on wellbeing for communities: food security and sovereignty framing in Yellohead brief; from U Ottawa arctic corridors reseearch project-- research  suggests that contrary to the focus on statehood, Inuit understand security in the context of Inuit sovereignty, and their security concerns centre around their lack of knowledge about and lack of agency over shipping traffic and marine areas in their region","Kitikmeok part: 2019: received $21.6M from federal  National Trade Corridors Fund (NTCF); 2024: the Canada Infrastructure Bank provided a $3 million loan, Government of Nunavut has provided CESP and SIP grants. NWT part: received $30M from the National Trade Corridors fund + $10M in funding from the GNWT in 2019",Construction of the Kitikmeok part of the project will employ 250-400 workers,$60B in National Economic Benefits,0:00
,SP14,Port of Churchill Plus,11-01-2021,"Cree (5 northeastern manitoban First nations comprise the Nayhenaway Ininisewinuk Cree people jointly proposing an IPCA to protect their shared homelands), Dene (Sayisi Dene is a community made up of Dene who were displaced into the city of Churchill through racist caribou conservation policies), Metis. See map",58.763236006,-94.076579408,FALSE,"""asc2""","""own3""",,"Arctic Gateway Group (AGG). Companies involved in activity at the port: August 2025: MOU with Montreal-based Fednav to explore options for year-round shipping (i.e., through icebreaking); 2024 MOU with Nukkik Corporation to develop a “Northern Renewable Energy and Infrastructure Corridor” which includes a Kivalliq Hydro-Fibre Link (KHFL) to power communities and mines in Kivalliq; 2024 MOU with Invest Tisdale, the economic development agency for the town of Tisdale, Sask., to have flow of grains/agricultural products; partnership with Hudbay Minerals to ship critical minerals to international markets; partnership with Genesis Fertilizers: companies will source fertilizer inputs from international partners (currently, imports are via US). A Manitoba Crown-Indigenous Corporation board is being convened which will become a partner in project development (Free Press)","The official announcement states ""Rooted in partnership with Indigenous Peoples, including in co-operation with Manitoba’s Crown-Indigenous Corporation, this project will upgrade the Port of Churchill and expand trade corridors with an all-weather road, an upgraded rail line, a new energy corridor, and marine ice-breaking capacity. The approach will prioritize Indigenous equity ownership in developing the projects needed to turn the Port of Churchill into a major four‑season and dual-use gateway for the region.  Expanded export capacity in the North through Hudson Bay will contribute to increased and diversified trade with Europe and other partners, while more strongly linking Churchill to the rest of Canada."" The port has received growing attention this past year, with proponents asserting that melting sea ice is expanding its shipping season. Discussions around the project have also linked it to Canada's Arctic sovereignty. A couple weeks before the PONIs announcement, Prime Minister Carney touted the potential of the port for exporting agricultural products, critical minerals, and potentially natural gas.  the project could also involve establishing transmission lines to Nunavut. A Manitoba Crown-Indigenous Corporation board is being convened which will become a partner in project development (Free Press)",Refered to MPO (transformative strategies),"Planning Stage/Pre-Cosntruction: Varies largely across specific components of the project - Railway for example is in construction phase already with improvements happening to the wharf as well. MOU signed between Manitoba, Saskatchewan and AGG in November","Gas and Minerals; Discussions hint at bringing LNG to European markets e.g. Germany where there is a demand (reducing reliance on Russia) (the star). Other nodes: importing inputs for fertilizer manufacturing, grain exports, cirtical mineral exports mined in Manitoba, supplies shipped to mines (e.g. Whale Cove and Rankin Inlet), the proposal comes with potential power lines powering northern mines",-,"Before receiving attention as a nation-building project, the Port of Churchill was an important source of employment for Churchill and played a critical role in bringing supplies to remote communities in Nunavut. In 2017, a flood left it inoperable, and the US-based corporation that owned it at the time refused to pay for repairs. When ownership was transferred to AGG, they undertook repairs and revitalization with federal and provincial funding. While the port's maintenance is important for local and northern communities, proposals for exporting LNG do not have a proponent associated with it and are seen as questionable in terms of their economic rational (The Star; Exner-Pirot). A recent Yellowhead Institute Special Report which was based on the PRGT and Ksi Lisims LNG projects highlights the current emphasis on ""economic reconciliation"" while making the important pont that Indigenous equity ownership exposes them to risk. Exner-Pirot points towards the fact that initially, AGG was a consortium 50% owned by private companies who then sold their shares to local and Indigenous communities, which Exner-Pirot asserts was motivated by wanting to minimize ""exposure to what was a low-return asset."" The railway is built partially on thawing permafrost which is expected to impact its reliability and result in a future need for costly repairs; the permafrost would also pose challenges to constructing an LNG pipeline. Sea ice conditions and how they will impact shipping is also uncertain, but the project could include funding for icebreakers; the current inability to ship year-round has been cited as a key factor preventing grain exports from being profitable and impacting the competitiveness of oil and gas exports compared to all-season ports on the east and west coasts. UBC prof Trevor Heaver also feels it is not financialy feasible, but sees it as a potential ""insurance strategy"" against potential disruptions at Vancourver or Montreal ports. ","Nov. 2025: announcement from Manitoba contributing $51M towards Hudson Bay Railway as part of the Port of Churchill Plus; March, 2025: announcement of $175M for the port and railway over 5 years shared between Transport Canada and Prairies Economic Development Canada. An article dated march 2025 states that the total funding from the federal government over the 6 years leading up was $277M; another source states that over 2018-2025 the port and railway received $415.4M from the federal government and $139.4M from the Manitoba government in funding ",No Claim Presently Found,No Claim Presently Found,0:00
,SP15,Alto High-Speed Rail,12-01-2021,-,43.645207725,-79.380905508,FALSE,"""asc5""","""own6""","""lab3""","Alto Crown Corp; Private Developer Partner: Cadence consortium (CDPQ Infra, AtkinsRéalis, SYSTRA Canada, Keolis Canada, SNCF Voyageurs and Air Canada), Alto Crown Corp","Canada’s first high-speed railway, spanning approximately 1,000 km from Toronto to Québec City",Refered to MPO (transformative strategies),"Assessment Stage: Finalized agreements with partners, seeking consultation, technical design work to compliment assessment process",Transportation,"Engagement process in development according to Alto, specifics tbd. ",Pitched by Trudeau.,-,"51,000 jobs during construction",$35B in GDP,0:00
,SP16,"Critical Minerals Strategy [Ring of Fire, Fosse NL/QC, NorthWest Critical Minerals, Critical Conservation Corridor BC] ",01-01-2022,Treaty 9,52.741385,-86.29599929,FALSE,"""asc3""","""own1""",,Varies: Refer to Ring of Fire for Specific Example,"This will enable critical mineral proponents working with Indigenous and local communities, investors, and provinces and territories to develop projects in regions like the Fosse du Labrador in QC and NL, the Northwest Critical Mineral and Conservation Corridor in BC, and the Ring of Fire in Ontario. The strategy will lead to the construction of ports and roads and focus on the first and last mile. Canada through its leadership at the G7 is also connecting with global partners to develop a Critical Mineral Alliance to match secure supply from projects with global partners who have industry demand. This work seizes opportunities to build new critical mineral value chains for clean technologies and defence applications for example:  developing “mines to magnets” using our rare earth resources and building processing and manufacturing abilities; and refining and processing minerals needed for clean energy and electricity battery storage, as well as electric vehicles.",Refered to MPO (transformative strategies),Varies: Refer to Ring of Fire for specific example,"Critical Minerals: Ontario, Canada, U.S, Asia","Project Dependant: Refer to Ring of Fire: Marten Falls & Webequie proponency in road projects (but this does not mean their commuities have consented), longstanding opposition from Neskantaga, recent action-- Here We Stand camp with Attawapiskat opposing Bills 5 and C-5. Lawsuit from Marten Falls against Ring of Fire development, also: 9 First Nations launch legal challenge against Bill 5 and Bill C-5",-,-,Hundreds of thousands of jobs,$500 Billion in GDP,0:00
,SP17,Upgrades to the Port of Saint John Cold Storage,02-01-2022,Mi'kmaqi,45.263455660,-66.067124694,FALSE,"""asc2""","""own6""","""lab4""","Saint John Port Authority, Americold (Developer, hq'd America / California, [NovaCold Logistics, ULC cob Americold], DP World (shipping), Canadian Pacific Kansas City (rail)","Goal is to ""spur growth in New Brunswick's agricultural industries."" + ""The facility would be about 190,000 square feet, or more than 17,000 square metres, and big enough to hold 22,000 pallet positions, a measurement used in warehouses equivalent to a standard pallet."" Scheduled to open 2029. ",Not Presently Refered,Construction Stage: Assessment approved. [Canadian Impact Assessment - Federal land assessment] ,"Food: Import-Export Hub, Shipping across Central and Eastern Canada, Europe, South America and APAC",Port of St John joined Canadian Council for Indigenous Business and entered into agreement with Partnership Accreditation in Indigenous Relations,-,"CBC: ""province chipping in just over $1 million in payroll rebates.""","1,400 jobs; Website - ""Our seven-year infrastructure modernization project is anticipated to be complete in 2023, having generated more than 1,400 person-years of direct and indirect jobs in the construction phase alone."" ""A news release said 100 jobs will be created by 2029 with up to $37 million added to the province's GDP.""","$45-$75B in investments and economic activities: NS GOVT: ""Unlocking 5,000 MW in the first phase could produce 24 TWh of clean energy every year and drive $45 to $75 billion in new investment and economic activity across Canada, led by the private sector.""",0:00
,SP18,Upgrades to Port of Belledune Tank Farm,06-01-2022,Mi'kmaqi,47.9075183375045,-65.8442027613401,FALSE,"""asc2""","""own6""","""lab5""","Belledune Port Authority, Greenergy Fuels Canada Inc.","Proposes to reactivate the liquid bulk fuels tank farm and pipeline located within the Port of Belledune at 221 Curry Drive, Belledune, NB. This facility would receive products by ship (approximately 10 cargoes per year) and offload through the pipeline to the tank farm. Newly constructed infrastructure would be installed to facilitate the supply of gasoline and diesel products, including renewable diesel, biodiesel, and ethanol blended gasoline, to Northern New Brunswick as well as to load outbound rail cars that will supply other Greenergy markets.;  ; Acc. to their website: ""A special development district on Canada's Atlantic Coast welcoming clean energy projects and complementary, low-carbon industries.""",Not Presently Refered,Planning Stage; Assessment closed and approved,Liqued Petroleum Storage; Connection to Deep Water Shipping and Rail,Public Comments Obtained July 2025; ,"History acc to website: ""Originally built in 1968 to address the shipping needs of what was then the Noranda Smelter (Glencore), the Port of Belledune has grown and evolved from the single terminal facility it was then to a four terminal port.  It still provides the gateway through which concentrates move across the globe from its original terminal, but having expanded three times, first in 1995, again in 1998 and again in 2010, the Port of Belledune has assumed a greater role in the economy of the surrounding regions.  It has, in striving to fulfil its mission, become one of the cornerstones of the local economy and provides direct and indirect employment for many local residents."" Interesting - are we seeing a new life for circulatory infrastructure as a result of fast tracked extraction? Looks like it's also competing with other ports to be the most important in the region. In their vision statement, they list the commodities they want to prioritize moving: energy; minerals, forestry; agriculture; modular cargo. They also want to be a green hub. Interesting from a regulatory perspective: ""The Belledune Port Authority (BPA) is part of the Canada Port Authorities (CPAs). CPAs “are federally incorporated, autonomous, non-share corporations that operate at arm’s length from the federal government. They operate on a commercial basis with a view to being financially self-sufficient. They have been incorporated as shared governance organizations with the objective of advancing the growth and prosperity of the Canadian economy. While CPAs operate on a commercial basis, they also fulfill important public policy objectives, notably navigational safety and environmental protection.”1 - 1Government of Canada, Canadian Port Authorities.",-,No Claim Presently Found,No Claim Presently Found,0:00
,SP19,Roberts Bank Terminal 2 Project,08-01-2022,-,49.0216174767945,-123.1606269449620,FALSE,"""asc2""","""own6""","""lab5""","Vancouver Fraser Port Authority, WSP (delivered Enviro Assessment)","Proposes the construction and operation of a new three-berth marine container terminal located at Roberts Bank in Delta, British Columbia, approximately 35 km south of Vancouver. The proposed project, to be located next to the existing Deltaport and Westshore Terminals, would provide an additional 2.4 million twenty-foot equivalent units of container capacity per year at Roberts Bank.",Not Presently Refered,Pre-Construction: Approved; waiting on final fisheries permits and other enviro mitigation conditions,Deep Water Container Shipping,"List of consulted nations; Mutual benefit agreements signed, but existing resistance, esp. Tsleil Waututh and Lummi",-,-,"18,000 jobs during construction; 17,000 jobs during operation","$100B of Trade/Year, $3B in GDP/year; Proposes to unlock $100 billion of trade capacity annually, and create tens of thousands of jobs. ",0:00
,SP20,Anglo-Teck Strategic Minerals Initiative,10-01-2022,TBD [Project Dependant],49.2857880833987,-123.1184483813480,FALSE,"""asc3""","""own1""","""lab5""",Anglo Teck,"Teck is hoping to merge with UK-based Anglo: ""The proposed merger between Teck Resources Ltd. and Anglo American PLC to create a $70 billion critical minerals-focused giant comes as Canada also works to boost output of the elements, a trend experts say could help the companies gain regulatory approval."" ""Metals like copper are considered critical not just because they're so necessary, but because so much smelting capacity has been shifted offshore, especially to China, said Steen.""",Not Presently Refered [Merger Under Review],Regulatory Review: Under review by Federal government regarding right to merge. Will potentially need to relocate HQ to Canada. ,"Critical Minerals: Copper, Germanium, Defense-Minerals",TBD [Project Dependant],"""Teck specifically noted in its announcement that there's opportunity to significantly increase germanium and other specialty critical minerals production from Trail, and that it would support the establishment of new critical minerals processing facilities in Canada.The companies have also promised at least $300 million in critical minerals exploration and technology in Canada.""",-,"Anglo-Teck Highland Valley Mine Project: 2,900 jobs during construction, 1,500 jobs during operation",$4.5B investment into Canada,0:00
,SP21,Rook I Project,10-01-2022,"Cree, Michif Piyii (Metis)",57.6682910000000,-109.2507040000000,FALSE,"""asc3""","""own1""","""lab3""",NexGen Energy Ltd.,"Proposing to develop an underground uranium mine on the Patterson Lake peninsula in the southwestern Athabasca Basin in northern Saskatchewan, approximately 155 km north of the town of LaLoche, SK. The proposed Rook l mine would produce up to 14 million kg of U3O8 annually for twenty-four years.",Not Presently Refered,Assessment Stage: EIA ongoing for Rook project (2025);,Critical Minerals: Uranium ,Public Hearing Started Nov. 2025,-,-,350 jobs during construction; 490 jobs during operation with 260 employees on site,"$288.5M for Saskatchewan, $103.9M for Canada based on a US$50 per lb uranium ",0:00
,SP22,Minago Nickel Project,12-01-2022,"Cree - 107 kilometres north of Grand Rapids, Manitoba",54.1108115584289,-99.2193680305863,FALSE,"""asc3""","""own5""","""lab4""","Norway House Cree Nation, Flying Nickel Mining","$8 million cash transaction with Flying Nickel Mining Corp. Flying Nickel sold the company to Norway House. Following signing of IBA. Mineral area: ""Mineral area: ""Located in the Thompson nickel belt, Canada’s second-largest nickel belt, the project includes 94 mining claims spanning 192 square kilometres, two mining leases covering 4.25 kilometres, and a core storage and management facility located in Grand Rapids.""",Not Presently Refered,"Planning Stage: According to NC: ""The project has a Manitoba Environment Act Licence (No. 2981) and NHCN is in the process of completing a Notice of Alteration (NOA) to implement improvements to Tailings Storage Facility design and water management/ treatment plans. The NOA review is in the final stages of Section 35 Consultation with First Nations, with completion expected in Q4 2025."" Environmental Approval: ""The Minago project obtained environmental approval for a 10,000 tonnes-per-day open-pit mine at the site in 2011 when it was owned by Victory Nickel."" ",Critical Minerals: open-pit optimized greenfield nickel projects; magnesium,Full Indigenous Ownership,-,-,"500 jobs - ""The NHCN listed several contractors it could use for the project. Through its Playgreen Development Company and JNR Construction joint venture with Sigfusson Northern, the NHCN provides earthworks, construction and mine development services across northern Manitoba.  The NHCN has also partnered with Dumas Contracting to hire and train NHCN members in mining as well as partnered with other drilling companies to expand its drilling, blasting and crushing services.""  ",$40M/year earning potential for First Nations; $100M/year earinign potential Norway House,0:00
